Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
330000,2.058935,9.999999e-05,1.0,1.3130172485839209,72.73218673218673,0.915781,0.45956832,1.310602047665992,0.2572123847251955,0.040667426,0.030404517,0.16879465,0.70247936
360000,1.9803714,9.999998e-05,1.0,1.399738972170261,68.79254079254079,0.95445776,0.42437518,1.3997180263548743,0.23097042938681334,0.03855689,0.029903034,0.1615157,0.65386146
390000,1.8792892,1e-04,1.0,1.387282609738611,65.25386313465783,0.97026795,0.39955387,1.3894349651012332,0.21843427784995856,0.042999003,0.031454545,0.15956219,0.60127366
420000,2.0144546,9.999999e-05,2.0,0.1433352428552169,82.92178770949721,0.48398954,0.38055727,0.14691068952143524,0.2711197325606003,0.063128695,0.033784755,0.1553159,0.734065
450000,2.0460901,1e-04,2.0,-0.0924185463579285,173.8139534883721,-0.044428136,0.30208787,-0.10458713596643404,0.5260204720949797,0.031398408,0.030397018,0.14527571,0.73216873
480000,2.0517175,1e-04,2.0,0.35043510413464385,218.90510948905109,0.101925455,0.27906522,0.3435008278945937,0.6095466503438397,0.029417714,0.028238624,0.13559297,0.6508752
510000,2.0352354,9.999998e-05,2.0,0.46622368675768183,207.38194444444446,0.1917374,0.2718781,0.46628621717294055,0.5571117160272681,0.029372899,0.028762402,0.13048394,0.62106323
540000,2.0126252,9.999998e-05,2.0,0.9523706416413045,182.59509202453987,0.3846524,0.26959008,0.9529473688110618,0.4921324955059524,0.03576567,0.029777765,0.13027598,0.6173709
570000,1.9570453,1e-04,2.0,1.182831978161442,127.51293103448276,0.5661892,0.2653068,1.194418223703216,0.35564965684496763,0.048086163,0.029917343,0.13327627,0.63104314
600000,1.9399799,1e-04,2.0,1.0909887963382499,112.0187969924812,0.6300689,0.28012496,1.092274538640465,0.31578227886019794,0.053446114,0.032848928,0.13652755,0.6347021
630000,1.8436122,1e-04,2.0,1.5429928196729583,107.91636363636364,0.82526505,0.2838532,1.5309528479792855,0.3148486708375541,0.055318702,0.033578414,0.13857384,0.5910782
660000,1.8201677,1e-04,2.0,1.6179788100090644,105.42553191489361,0.90792394,0.29175895,1.6284008187155985,0.2837583689639966,0.055085205,0.03327654,0.12911874,0.58772254
690000,1.7434062,1e-04,2.0,1.7854118586161776,96.94117647058823,1.0193199,0.28837627,1.7757680848654773,0.2607432013298415,0.055622417,0.031676903,0.12864876,0.5525702
720000,1.7251525,9.999999e-05,2.0,1.7682262083491798,94.8312101910828,1.0419303,0.275626,1.7683217581598811,0.250330172924052,0.056052156,0.03231097,0.12650599,0.55579156
750000,1.7344435,1e-04,2.0,1.9149138442160318,94.67092651757189,1.0901575,0.27432013,1.9148339708380329,0.24361191576900193,0.053354315,0.03145695,0.123554334,0.5452055
780000,1.7090652,1e-04,2.0,1.8487994453506575,96.18446601941747,1.0728146,0.2599001,1.851993619925478,0.24048646948749386,0.054335926,0.032604553,0.119639315,0.5343194
810000,1.8206993,9.999998e-05,3.0,1.2137993117198569,116.90944881889764,0.9559692,0.25768948,1.2179646795454222,0.289218134672095,0.06379166,0.033106703,0.11864537,0.6027085
840000,2.0038335,9.999999e-05,3.0,0.2581791481813915,284.67619047619047,0.29425558,0.23424453,0.26201730313755217,0.6506575396727948,0.03514462,0.029770719,0.112707935,0.67633927
870000,2.0128484,9.999998e-05,3.0,0.2326548591009525,314.6736842105263,0.16078316,0.22016643,0.23572858446522763,0.7041751741921823,0.025169106,0.026140936,0.10950404,0.68121713
